id,responsable__username,minimumStock,name,element__id,location__name,laboratory__id
1071,Remedi,1,"BOX Tubo de mechas (0,75 - 1 - 1,25 - 2)",1071,Cajón,2
1072,Remedi,1,BOX Lijas varias,1072,Cajón,2
1073,Remedi,1,BOX Cinta papel,1073,Cajón,2
1074,Remedi,1,BOX Virulana,1074,Cajón,2
1075,Remedi,15,BOX Disipadores para TO-220 + varios,1075,Sector ELECTROTEC.2,2
1076,Remedi,1,BOX Resistencias de carga 25Ω - 20 W c/disipador y cooler,1076,Sector ELECTROTEC.2,2
1077,Vettorello,1,BOX Resistencia de carga 27Ω 15w 1%,1077,Sector ELECTROTEC.2,2
1078,Vettorello,1,BOX Resistencia de carga 15Ω 2w 1%,1078,Sector ELECTROTEC.2,2
1079,Vettorello,1,BOX Resistencia de carga 68Ω 10w 1%,1079,Sector ELECTROTEC.2,2
1080,Vettorello,1,BOX Resistencia de carga 100Ω 5w 1%,1080,Sector ELECTROTEC.2,2
1081,Vettorello,1,BOX Resistencia de carga 39Ω 5w 1%,1081,Sector ELECTROTEC.2,2
1082,Vettorello,1,BOX Resistencia de carga 15Ω 5w 1%,1082,Sector ELECTROTEC.2,2
1083,Vettorello,1,"BOX Resistencia de carga 0,475Ω 10w 1%",1083,Sector ELECTROTEC.2,2
1084,Vettorello,1,BOX Resistencia de carga 10Ω 5w 1%,1084,Sector ELECTROTEC.2,2
1085,Vettorello,1,"BOX Resistencia de carga 0,82Ω 5w 1%",1085,Sector ELECTROTEC.2,2
