id,responsable,minimumStock,name,element,location
819,Remedi,,BOX Módulo lector SD,819,
820,Remedi,,BOX Módulo A4988 driver PaP,820,
821,Remedi,,BOX Bomba de agua EM20-0343 5V,821,
822,Remedi,,BOX Fuente lm2596,822,
823,,,BOX cable rojo,823,
824,,,BOX cable negro,824,
825,,,BOX 470,825,
826,,,BOX 4k7,826,
827,,,BOX 47k,827,
828,,,BOX 1k,828,
829,,,BOX 10k,829,
830,,,BOX 100k,830,
831,,,BOX 22k,831,
832,,,BOX 2M2,832,
833,,,BOX led,833,
834,,,BOX pulsador,834,
835,,,BOX foto res,835,
836,,,BOX foto trans,836,
837,,,BOX lampara 12v,837,
838,,,BOX vjt 2n2646,838,
839,,,BOX pnp 2n2905,839,
840,,,BOX npn 2n1711,840,
841,,,BOX npn bc182,841,
842,,,BOX fet bf245,842,
843,,,BOX scr tic47,843,
844,,,BOX R.P 7w 220r,844,
845,,,BOX R.P 7w 47r,845,
846,,,BOX R.P 7w 1r,846,
847,,,BOX R.P 5w 4r7,847,
848,,,BOX tda2006,848,
849,,,BOX ua7805,849,
850,,,BOX lm 317,850,
851,,,BOX ua741,851,
852,,,BOX ne555,852,
853,,,BOX ptc/ntc,853,
854,,,BOX 1n4007,854,
855,,,BOX 1n914,855,
856,,,BOX 0a91,856,
857,,,"BOX Z. 6,2v",857,
858,,,BOX DIAC,858,
859,,,"BOX 1,5r",859,
860,,,"BOX 4,7r",860,
861,,,BOX 10r,861,
862,,,BOX 100r,862,
863,,,BOX 180r,863,
864,,,BOX 220r,864,
865,,,BOX 330r,865,
866,,,BOX 560r,866,
867,,,BOX 820r,867,
868,,,BOX 1k,868,
869,,,BOX 1k5,869,
870,,,BOX 2k2,870,
871,,,BOX 3k3,871,
872,,,BOX 3k9,872,
873,,,BOX 4k7,873,
874,,,BOX 5k6,874,
875,,,BOX 10k,875,
876,,,BOX 15k,876,
877,,,BOX 22k,877,
878,,,BOX 27k,878,
879,,,BOX 33k,879,
880,,,BOX 39k,880,
881,,,BOX 47k,881,
882,,,BOX 100k,882,
883,,,BOX 120k,883,
884,,,BOX 220k,884,
885,,,BOX 470k,885,
886,,,BOX 1M,886,
887,,,BOX 1uf,887,
888,,,"BOX 2,2uf",888,
889,,,BOX 10uf,889,
890,,,BOX 22uf,890,
891,,,BOX 100uf,891,
892,,,BOX 470uf,892,
893,,,BOX 1000uf,893,
894,,,BOX 1nf,894,
895,,,"BOX 2,2nf",895,
896,,,"BOX 4,7nf",896,
897,,,BOX 10nf,897,
898,,,BOX 10pf,898,
899,,,BOX 47pf,899,
900,,,BOX 82pf,900,
901,,,BOX 560pf,901,
902,,,BOX 470pf,902,
903,,,"BOX 0,1uf",903,
904,,,BOX 1uf,904,
905,,,"BOX 0,33uf",905,
906,,,BOX 270pf,906,
907,,,BOX 22nf,907,
908,Remedi,,BOX Destornillador cruz pequeño 383 3.0x60,908,
909,Remedi,,BOX Destornillador cruz mediano 383 4.5x80,909,
910,Remedi,,BOX Destornillador plano pequeño 383 3.0x75,910,
911,Remedi,,BOX Destornillador plano mediano 383 4.0x100,911,
912,Remedi,,BOX Destornillador plano grande 383 5.5x150,912,
913,Remedi,,BOX Pinza pelacable 292,913,
914,Remedi,,BOX Tijera 296,914,
915,Remedi,,BOX Pinza prensa cable 286,915,
916,Remedi,,BOX Alicate de punta 341,916,
917,Remedi,,BOX Pinza plana 301,917,
918,Remedi,,BOX Pinza punta 282,918,
919,Remedi,,BOX Pinza pequeña para levantar ep2a,919,
920,,,BOX TIP 41C,920,
921,,,BOX TIP35C,921,
922,,,BOX Potenciometro lineal para gabinete 20kΩ,922,
923,,,BOX Potenciometro lineal para gabinete 1kΩ,923,
924,,,BOX Puente diodo 4A KBU4G o KBL10,924,
925,,,BOX Puente diodo 4A,925,
926,,,BOX PIC18F4520 TQFP,926,
927,,,BOX Inductancia 68uH 1A SMD,927,
928,,,"BOX Inductancia 150uH 2,2A SMD",928,
929,,,"BOX Inductancia 22uH 2,3A SMD",929,
930,,,BOX Micro Rele 12v 2A,930,
931,,,"BOX Display 7seg 0,56'' rojo SMD",931,
932,,,BOX Led rojo SMD,932,
933,,,BOX Sensor corriente INA168,933,
934,,,BOX LM321,934,
935,,,BOX Transistor MMBT2222,935,
936,,,BOX Diodo Schottky 500mA 30V,936,
937,,,"BOX KF33BDT reg LDO 3,3V 500mA",937,
938,,,BOX LM2576 reg -12V,938,
939,,,"BOX LM2576 reg 3,3V",939,
940,,,BOX LM2576 reg 5V,940,
941,,,BOX LM2576 reg 12V,941,
942,,,BOX LM2576 reg ADJ,942,
943,,,"BOX Capacitor 2,2uF 35V",943,
944,,,BOX Resistencias 1KΩ - 1/2w - 1206,944,
945,,,BOX Resistencias 0Ω - 1/4w - 1206,945,
946,,,"BOX Resistencias 1,8KΩ - 1/2w - 1206",946,
947,,,BOX Resistencias 22Ω - 1/2w - 1206,947,
948,,,BOX Resistencias 470Ω - 1/2w - 1206,948,
949,,,BOX Resistencias 1KΩ - 1/2w - 1206,949,
950,,,BOX Resistencias 1MΩ - 1/2w - 1206,950,
951,,,BOX Resistencias 100Ω - 1/2w - 1206,951,
952,,,BOX Resistencias 68KΩ - 1/2w - 1206,952,
953,,,"BOX Resistencias 3,3KΩ - 1/2w - 1206",953,
954,,,BOX Resistencias 680Ω - 1/2w - 1206,954,
955,,,"BOX Resistencias 4,7KΩ - 1/2w - 1206",955,
956,,,BOX Resistencias 47Ω - 1/2w - 1206,956,
957,,,BOX Capacitor 100nF - 1206,957,
958,,,BOX Placas PCB Fuente V2,958,
959,,,"BOX Display 7seg 0,56'' Doble catodo comun",959,
960,Remedi,,BOX Banco de trabajo,960,
961,Remedi,,BOX AACC Surrey 4500 Frig,961,
962,Remedi,,BOX Calefactor,962,
963,Remedi,,BOX Taburete fijo negro,963,
964,Remedi,,BOX Taburete giratorio con respaldar (negros),964,
965,Remedi,,BOX Mesa de madera,965,
966,Remedi,,BOX Mesada de mármol con bacha metálica,966,
967,Remedi,,BOX Mueble de madera,967,
968,Remedi,,BOX Televisor SmartTV TCL 49'',968,
969,Remedi,,BOX Gabinete Telecom BTS,969,
970,Remedi,,"BOX Fuente de alimentación 1,3-32V/3,3/5/12/24",970,
971,Remedi,,"BOX CPU + Monitor Led 19"" + multimedia + disco + Grabadora DVD + teclado + mouse",971,
972,Remedi,,"BOX CPU Intel I3 - 3250 - 4 GB RAM + Monitor Led 18,5""+ multimedia + disco 500GB+
 Grabadora DVD + teclado + mouse",972,
973,Remedi,,BOX Impresora Laser Samsung M2020,973,
974,Remedi,,BOX Mandril adaptador para mechas chicas con 3 accesorios p/taladro DREMEL,974,
975,Remedi,,BOX Taladro de banco c/llave de ajuste,975,
976,Remedi,,BOX Taladro Dremel Multipro,976,
977,Remedi,,BOX Dremel work station,977,
978,Remedi,,BOX Lupa,978,
979,Remedi,,BOX Morsa tamaño 0,979,
980,Remedi,,BOX Morsa tamaño 4,980,
981,Remedi,,BOX Sensor de proximidad inductivo,981,
982,Remedi,,BOX Sensor de proximidad inductivo,982,
983,Remedi,,BOX Sensor IR emisor,983,
984,Remedi,,BOX Sensor IR receptor,984,
985,Remedi,,BOX Sonar,985,
986,Remedi,,BOX Sonar,986,
987,Remedi,,BOX Sonar,987,
988,Remedi,,BOX Sensor Inductivo,988,
989,Remedi,,BOX Sensor Inductivo,989,
990,Remedi,,BOX Sensor Inductivo,990,
991,Remedi,,BOX Sensor óptico,991,
992,Remedi,,BOX Final de carrera,992,
993,Remedi,,BOX Baliza triple,993,
994,Remedi,,BOX Baliza simple,994,
995,Remedi,,BOX Baliza simple de repuesto,995,
996,Vettorello,,BOX Variac 0 a 220 V - 1 A,996,
997,Remedi,,"BOX Motor trifásico 3CV 2,2KW",997,
998,Remedi,,"BOX Motor trifásico 0,5HP-Altium",998,
999,Remedi,,BOX Fuente de alimentacion,999,
1000,Remedi,,BOX Variador de velocidad,1000,
1001,Remedi,,BOX Variador de velocidad,1001,
1002,Remedi,,BOX Moto reductores SIEMENS,1002,
1003,Remedi,,BOX Tablero amarillo con contactores y termomagnética,1003,
1004,Remedi,,BOX Cable canal ranurado 40x60 (tira),1004,
1005,Remedi,,"BOX PC-Duron 1,2 GHz - 512 Mb RAM - 40 Gb Disco - CD - 3 1/2 - Monitor 15""",1005,
1006,Remedi,,BOX Caja de cables unipolares varias medidas y colores,1006,
1007,Remedi,,BOX Termica 4x10A,1007,
1008,Remedi,,BOX Temporizador para riel DIN c/zócalo,1008,
1009,Remedi,,BOX Contactos auxiliares para contactor (NC),1009,
1010,Remedi,,BOX Tabaquera con fusible para riel DIN,1010,
1011,Remedi,,BOX Borneras Zoloda,1011,
1012,Remedi,,BOX Calentador,1012,
1013,Remedi,,BOX Pecera,1013,
1014,Remedi,,BOX Bomba de aire,1014,
1015,Remedi,,BOX Luz UV,1015,
1016,Remedi,,BOX Bandeja para ataque químico de PCB,1016,
1017,Remedi,,BOX Bandeja para agua,1017,
1018,Remedi,,BOX Armario metálico con 6 compartimientos individuales,1018,
1019,Remedi,,BOX Kit de destornilladores Stanley x 6,1019,
1020,Remedi,,BOX Osciloscopio digital Tektronic TDS224 (100 MHz 4 canales) c/4 puntas - Manuales,1020,
1021,Remedi,,BOX Osciloscopio digital 100 MHz; 1Gsample; conectividad USB. Mod: Gw INSTEK GDS-1102A,1021,
1022,Remedi,,BOX Osciloscopio digital 100 MHz; 1Gsample; conectividad USB. Mod: Gw INSTEK GDS-1102A-U,1022,
1023,Michalik,,BOX Puntas de osciloscopio,1023,
1024,Remedi,,BOX Puntas de fuentes banana-cocodrilo (par rojo y negro),1024,
1025,Remedi,,BOX Pinza de punta Proskit 8PK-102D,1025,
1026,Remedi,,BOX Multímetro UT33A,1026,
1027,Remedi,,BOX Alicate Proskit 8PK-101D,1027,
1028,Remedi,20,"BOX Borneras p/2,5mm - para riel DIN",1028,Sector ELEC. IND.2
1029,Remedi,20,"BOX Borneras p/1,5mm - para riel DIN",1029,Sector ELEC. IND.2
1030,Remedi,8,BOX Luz piloto verde Φ22 - 220v,1030,Sector ELEC. IND.2
1031,Remedi,4,BOX Luz piloto roja Φ22 - 220v,1031,Sector ELEC. IND.2
1032,Remedi,8,BOX Luz piloto verde Φ22 - 24v,1032,Sector ELEC. IND.2
1033,Remedi,4,BOX Luz piloto roja Φ22 - 24v,1033,Sector ELEC. IND.2
1034,Remedi,16,BOX Pulsador NC,1034,Sector ELEC. IND.2
1035,Remedi,8,BOX Pulsador NA,1035,Sector ELEC. IND.2
1036,Remedi,1,BOX Manguera neumática con pico,1036,Sector ELEC. IND.2
1037,Remedi,4,BOX Tableros para PLC 220V,1037,Sector ELEC.IND.2
1038,Remedi,4,BOX Tableros para PLC 24V,1038,Sector ELEC.IND.2
1039,Remedi,4,BOX Contactor auxiliar,1039,Sector ELEC. IND.2
1040,Remedi,4,BOX Contactores ,1040,Sector ELEC. IND.2
1041,Remedi,4,BOX Contactores ,1041,Sector ELEC. IND.2
1042,Remedi,4,BOX Contactores ,1042,Sector ELEC. IND.2
1043,Remedi,12,BOX Contactores ,1043,Sector ELEC.IND.2
1044,Remedi,4,BOX Contactores ,1044,Sector ELEC.IND.2
1045,Remedi,2,BOX Fichas macho para trifasica,1045,Sector ELEC. IND.2
1046,Remedi,4,BOX PLC !Logo,1046,Sector ELEC. IND.2
1047,Remedi,2,BOX Módulo de expansión analógico,1047,Sector ELEC. IND.2
1048,Remedi,8,BOX Rele térmico,1048,Sector ELEC. IND.2
1049,Remedi,1,BOX Unidad de evaluacion para proteccion,1049,Sector ELEC.IND.2
1050,Remedi,1,BOX Guarda motor,1050,Sector ELEC.IND.2
1051,Remedi,7,BOX Temporizador neumático,1051,Sector ELEC. IND.2
1052,Remedi,3,BOX Transformadores de corriente,1052,Sector ELEC. IND.2
1053,Remedi,10,BOX Rele para riel din,1053,Sector ELEC. IND.2
1054,Michalik,10,BOX Plancha para circuitos impresos 20x20,1054,Sector INF.ELEC.2
1055,Remedi,1,BOX Pistola calor Stanley 1800w STXH2000,1055,Sector INF.ELEC.2
1056,Remedi,3,BOX Sierra p/plaqueta (2 grandes + 1 chica),1056,Sector INF.ELEC.2
1057,Remedi,2,BOX Hoja de sierra 24 dpp,1057,Sector INF.ELEC.2
1058,Remedi,2,BOX Lima fina plana,1058,Sector INF.ELEC.2
1059,Remedi,2,BOX Lima de desvaste plana,1059,Sector INF.ELEC.2
1060,Remedi,1,BOX Lima triangular,1060,Sector INF.ELEC.2
1061,Remedi,2,BOX Lima redonda,1061,Sector INF.ELEC.2
1062,Remedi,3,BOX Martillo,1062,Sector INF.ELEC.2
1063,Remedi,1,BOX Cepillo p/limas,1063,Sector INF.ELEC.2
1064,Remedi,4,BOX Acido cloruro férrico x 500mL,1064,Sector INF.ELEC.2
1065,Remedi,2,BOX Polvo removedor bolsa,1065,Sector INF.ELEC.2
1066,Remedi,2,BOX Polvo revelador bolsa,1066,Sector INF.ELEC.2
1067,Michalik,1,BOX Embudo ,1067,Sector INF.ELEC.2
1068,Michalik,2,BOX Plancha eléctrica para PCB,1068,Sector INF.ELEC.2
1069,Remedi,1,BOX Rodillos,1069,Cajón
1070,Remedi,1,BOX Papel fotosensible,1070,Cajón
1071,Remedi,1,"BOX Tubo de mechas (0,75 - 1 - 1,25 - 2)",1071,Cajón
1072,Remedi,1,BOX Lijas varias,1072,Cajón
1073,Remedi,1,BOX Cinta papel,1073,Cajón
1074,Remedi,1,BOX Virulana,1074,Cajón
1075,Remedi,15,BOX Disipadores para TO-220 + varios,1075,Sector ELECTROTEC.2
1076,Remedi,1,BOX Resistencias de carga 25Ω - 20 W c/disipador y cooler,1076,Sector ELECTROTEC.2
1077,Vettorello,1,BOX Resistencia de carga 27Ω 15w 1%,1077,Sector ELECTROTEC.2
1078,Vettorello,1,BOX Resistencia de carga 15Ω 2w 1%,1078,Sector ELECTROTEC.2
1079,Vettorello,1,BOX Resistencia de carga 68Ω 10w 1%,1079,Sector ELECTROTEC.2
1080,Vettorello,1,BOX Resistencia de carga 100Ω 5w 1%,1080,Sector ELECTROTEC.2
1081,Vettorello,1,BOX Resistencia de carga 39Ω 5w 1%,1081,Sector ELECTROTEC.2
1082,Vettorello,1,BOX Resistencia de carga 15Ω 5w 1%,1082,Sector ELECTROTEC.2
1083,Vettorello,1,"BOX Resistencia de carga 0,475Ω 10w 1%",1083,Sector ELECTROTEC.2
1084,Vettorello,1,BOX Resistencia de carga 10Ω 5w 1%,1084,Sector ELECTROTEC.2
1085,Vettorello,1,"BOX Resistencia de carga 0,82Ω 5w 1%",1085,Sector ELECTROTEC.2
